Candidate_ID,Gender,Race,Age,Education,Experience_Years,Job_Role_Applied,Skills,Certifications,Screening_Score,Selected
C1336,Female,White,36,Bachelor,15,HR Manager,"Recruitment, Conflict Resolution, Leadership",None,59.2,No
C1337,Male,Black,35,Bachelor,16,HR Manager,"Communication, Recruitment, HR Policies",AWS,57.2,No
C1338,Female,Hispanic,27,Master,3,HR Manager,"Leadership, Conflict Resolution, Recruitment",PMP,70.4,No
C1339,Male,Black,33,High School,14,Software Engineer,"SQL, Git, AWS",AWS,81.2,Yes
C1340,Male,White,20,Master,0,Data Scientist,"Python, Statistics, R",PMP,52.0,No
C1341,Male,Black,31,Master,12,HR Manager,"HR Policies, Communication, Recruitment",None,66.9,No
C1342,Female,White,32,Bachelor,9,Data Scientist,"SQL, R, Python",None,64.3,No
C1343,Female,Hispanic,40,Bachelor,22,Project Manager,"Agile, Scrum, Scheduling",None,73.8,No
C1344,Female,Hispanic,25,Master,7,Software Engineer,"Git, C++, AWS",None,63.3,No
C1345,Female,Black,22,Master,0,Data Scientist,"R, Python, Deep Learning",Scrum Master,57.7,No
C1346,Male,Black,24,Bachelor,0,Data Scientist,"SQL, Statistics, Machine Learning",None,66.9,No
C1347,Male,Asian,21,Bachelor,3,HR Manager,"Recruitment, Communication, Leadership",None,65.3,No
C1348,Male,Black,38,Master,20,HR Manager,"HR Policies, Conflict Resolution, Recruitment",None,73.1,No
C1349,Non-binary,Hispanic,39,Bachelor,16,Software Engineer,"Git, AWS, C++",Scrum Master,67.9,No
C1350,Male,Asian,31,Bachelor,8,Data Scientist,"Deep Learning, R, Machine Learning",None,77.4,No
C1351,Female,Asian,37,Bachelor,16,Sales Executive,"Presentation, Cold Calling, Negotiation",None,69.9,Yes
C1352,Female,Black,30,Master,10,HR Manager,"Recruitment, Leadership, Communication",AWS,80.1,Yes
C1353,Male,Black,29,Master,6,HR Manager,"Recruitment, Conflict Resolution, HR Policies",PMP,68.5,No
C1354,Female,Other,28,PhD,9,Project Manager,"Scrum, Scheduling, Leadership",None,76.2,Yes
C1355,Female,Black,28,Master,8,Software Engineer,"Python, AWS, Java",None,73.2,No
C1356,Female,Asian,20,PhD,0,Data Scientist,"Python, Machine Learning, Statistics",Scrum Master,67.0,Yes
C1357,Non-binary,White,31,Bachelor,12,Data Scientist,"Deep Learning, Machine Learning, Python",Scrum Master,78.9,No
C1358,Male,Asian,29,Master,11,Data Scientist,"SQL, Python, Statistics",PMP,65.0,Yes
C1359,Male,Black,34,High School,9,HR Manager,"Communication, Conflict Resolution, HR Policies",Scrum Master,85.4,Yes
C1360,Female,White,30,Master,6,Software Engineer,"Python, SQL, AWS",None,64.2,No
C1361,Non-binary,White,29,Bachelor,5,Data Scientist,"Deep Learning, Python, Machine Learning",AWS,58.6,Yes
C1362,Male,Asian,24,Bachelor,2,Sales Executive,"Presentation, CRM, Negotiation",Scrum Master,58.8,No
C1363,Female,Asian,30,Master,12,Project Manager,"Agile, Leadership, Scrum",None,70.9,Yes
C1364,Female,Black,34,Master,12,Project Manager,"Agile, Leadership, Budgeting",PMP,64.4,No
C1365,Female,White,23,High School,0,Data Scientist,"SQL, R, Deep Learning",None,73.8,No
C1366,Male,Asian,30,Master,6,HR Manager,"Communication, Conflict Resolution, Recruitment",Scrum Master,62.0,No
C1367,Female,White,31,Bachelor,9,Project Manager,"Agile, Scheduling, Scrum",None,76.9,No
C1368,Non-binary,Black,25,Bachelor,7,Project Manager,"Scrum, Scheduling, Budgeting",None,71.8,No
C1369,Male,White,26,Master,6,Project Manager,"Scheduling, Scrum, Budgeting",Scrum Master,70.4,Yes
C1370,Male,White,31,Bachelor,8,Project Manager,"Budgeting, Leadership, Agile",None,81.2,Yes
C1371,Non-binary,White,23,PhD,2,Data Scientist,"Python, SQL, Deep Learning",None,77.8,No
C1372,Male,Black,32,Bachelor,13,Software Engineer,"Java, SQL, C++",None,73.9,No
C1373,Female,White,24,Master,2,Software Engineer,"Java, Python, AWS",Scrum Master,80.9,Yes
C1374,Female,Black,36,Master,11,HR Manager,"Communication, Conflict Resolution, HR Policies",Scrum Master,81.1,Yes
C1375,Male,Black,44,Bachelor,25,Sales Executive,"Presentation, CRM, Negotiation",PMP,65.1,No
C1376,Female,Black,24,Bachelor,0,Software Engineer,"AWS, Python, Git",PMP,81.3,No
C1377,Male,Black,33,Master,15,Sales Executive,"Cold Calling, CRM, Presentation",Scrum Master,64.0,No
C1378,Female,Hispanic,25,Master,0,Software Engineer,"C++, Git, SQL",PMP,77.7,Yes
C1379,Male,White,36,Bachelor,15,Software Engineer,"Python, Git, Java",None,84.5,Yes
C1380,Female,Black,22,Bachelor,1,HR Manager,"Communication, HR Policies, Recruitment",CFA,68.3,No
C1381,Male,White,32,High School,7,Project Manager,"Leadership, Budgeting, Scheduling",None,74.5,No
C1382,Male,White,24,Bachelor,2,HR Manager,"Communication, Conflict Resolution, Leadership",None,72.0,No
C1383,Non-binary,Black,28,Bachelor,6,Software Engineer,"Python, Java, AWS",PMP,61.8,No
C1384,Male,Black,23,High School,0,Project Manager,"Leadership, Scheduling, Scrum",CFA,66.6,No
C1385,Female,Hispanic,34,Master,14,Project Manager,"Scheduling, Leadership, Budgeting",None,75.0,Yes
C1386,Male,Black,24,Master,0,Project Manager,"Agile, Leadership, Scrum",AWS,81.6,No
C1387,Female,Other,33,PhD,10,Sales Executive,"CRM, Negotiation, Networking",AWS,69.9,No
C1388,Male,White,27,Master,7,Software Engineer,"SQL, Git, C++",None,64.9,Yes
C1389,Non-binary,White,29,PhD,11,Data Scientist,"Deep Learning, Statistics, SQL",AWS,60.5,No
C1390,Female,White,30,Bachelor,11,HR Manager,"Recruitment, Communication, Leadership",None,70.9,No
C1391,Male,White,25,Master,7,Sales Executive,"Negotiation, CRM, Networking",None,69.7,No
C1392,Male,Black,31,PhD,8,HR Manager,"Leadership, Conflict Resolution, HR Policies",Scrum Master,84.9,No
C1393,Male,Asian,39,Master,15,Data Scientist,"Statistics, Deep Learning, R",None,66.0,No
C1394,Female,White,25,High School,5,Project Manager,"Scheduling, Budgeting, Scrum",Scrum Master,78.0,No
C1395,Male,Hispanic,37,Master,17,Data Scientist,"SQL, Python, R",None,66.8,No
C1396,Female,Hispanic,38,PhD,15,HR Manager,"Leadership, Conflict Resolution, Communication",None,67.2,Yes
C1397,Male,White,25,Master,7,Data Scientist,"Deep Learning, Statistics, Python",AWS,76.7,Yes
C1398,Male,White,21,Bachelor,0,Software Engineer,"Python, C++, AWS",None,80.2,Yes
C1399,Female,White,31,Master,9,Data Scientist,"Python, SQL, R",None,76.2,No
C1400,Female,White,26,PhD,6,Software Engineer,"Git, C++, Python",AWS,66.4,No
C1401,Male,White,41,High School,22,Data Scientist,"Deep Learning, R, Statistics",None,76.0,No
C1402,Male,Black,30,Master,11,Software Engineer,"C++, SQL, Java",Scrum Master,69.3,No
C1403,Male,White,25,Bachelor,5,Software Engineer,"AWS, Git, Python",CFA,60.7,No
C1404,Female,Black,23,Master,0,Data Scientist,"Python, R, Deep Learning",AWS,72.3,No
C1405,Female,Other,36,Master,16,Sales Executive,"Presentation, CRM, Negotiation",None,82.6,Yes
C1406,Female,Asian,26,Bachelor,8,Project Manager,"Budgeting, Leadership, Agile",None,85.4,No
C1407,Female,Hispanic,30,Bachelor,7,Project Manager,"Leadership, Scheduling, Agile",None,73.2,No
C1408,Female,White,35,Master,10,Project Manager,"Scheduling, Scrum, Leadership",None,74.5,No
C1409,Female,Black,27,High School,8,Software Engineer,"Git, SQL, AWS",None,43.8,No
C1410,Female,Black,29,Bachelor,9,Project Manager,"Scrum, Agile, Scheduling",PMP,97.3,Yes
C1411,Male,White,29,Master,8,Software Engineer,"SQL, AWS, Git",Scrum Master,89.3,No
C1412,Male,White,34,Bachelor,10,Sales Executive,"Negotiation, Presentation, CRM",AWS,82.6,Yes
C1413,Male,Asian,33,Bachelor,14,Data Scientist,"Machine Learning, Python, Deep Learning",AWS,73.7,No
C1414,Male,Asian,28,PhD,3,Data Scientist,"Statistics, Python, SQL",AWS,50.7,Yes
C1415,Female,Black,30,Bachelor,9,Software Engineer,"SQL, Git, Python",None,71.8,Yes
C1416,Non-binary,Black,27,Bachelor,8,Software Engineer,"AWS, Git, Python",None,70.3,No
C1417,Male,Black,21,Master,0,Sales Executive,"Negotiation, Cold Calling, Presentation",AWS,58.9,No
C1418,Male,White,31,Master,9,Project Manager,"Scheduling, Scrum, Leadership",PMP,79.5,No
C1419,Female,White,41,PhD,16,Sales Executive,"Presentation, Cold Calling, CRM",AWS,84.4,No
C1420,Non-binary,White,24,PhD,0,Data Scientist,"Python, R, Deep Learning",None,75.4,No
C1421,Male,White,25,Master,3,Data Scientist,"Machine Learning, SQL, Deep Learning",Scrum Master,78.4,Yes
C1422,Female,Other,24,Bachelor,4,Project Manager,"Leadership, Budgeting, Agile",None,74.0,No
C1423,Male,Black,34,High School,10,Data Scientist,"Python, R, Statistics",CFA,69.8,No
C1424,Male,Asian,32,Bachelor,14,Software Engineer,"C++, Git, AWS",None,80.6,Yes
C1425,Non-binary,White,29,High School,8,Data Scientist,"SQL, Statistics, Machine Learning",PMP,87.2,No
C1426,Non-binary,Black,24,Master,5,HR Manager,"Communication, Conflict Resolution, Leadership",AWS,70.4,Yes
C1427,Male,White,30,Master,12,Project Manager,"Budgeting, Scrum, Leadership",AWS,67.4,No
C1428,Non-binary,White,20,High School,0,Project Manager,"Budgeting, Agile, Scrum",Scrum Master,58.1,No
C1429,Female,White,30,Master,6,Project Manager,"Scheduling, Scrum, Agile",None,77.0,No
C1430,Female,Asian,35,Bachelor,17,HR Manager,"Communication, Leadership, Conflict Resolution",PMP,76.1,No
C1431,Female,Asian,22,Bachelor,3,Sales Executive,"Presentation, CRM, Cold Calling",AWS,73.6,No
C1432,Female,Black,20,Master,0,Software Engineer,"C++, Python, SQL",None,67.6,No
C1433,Female,Black,39,Bachelor,21,Project Manager,"Agile, Scheduling, Scrum",AWS,72.8,No
C1434,Female,Hispanic,26,Bachelor,3,Data Scientist,"Deep Learning, SQL, R",AWS,64.6,No
C1435,Male,White,36,High School,14,Software Engineer,"SQL, Python, AWS",None,67.9,No
C1436,Male,White,29,Bachelor,11,Data Scientist,"SQL, Deep Learning, Statistics",None,65.0,No
C1437,Male,White,29,Master,5,Software Engineer,"AWS, Java, Git",Scrum Master,65.1,No
C1438,Female,Asian,32,PhD,12,Software Engineer,"Git, Java, Python",None,75.3,No
C1439,Male,Other,24,Bachelor,3,Data Scientist,"Deep Learning, SQL, Machine Learning",None,70.3,Yes
C1440,Female,White,30,Bachelor,6,Data Scientist,"SQL, Deep Learning, Statistics",AWS,65.2,No
C1441,Non-binary,Hispanic,27,Master,3,Software Engineer,"AWS, Java, C++",None,56.4,No
C1442,Male,Hispanic,22,PhD,2,Project Manager,"Budgeting, Leadership, Scrum",None,79.7,No
C1443,Female,White,32,Bachelor,9,Data Scientist,"Deep Learning, R, SQL",None,82.7,Yes
C1444,Male,Black,28,Bachelor,6,HR Manager,"Leadership, HR Policies, Conflict Resolution",None,62.8,No
C1445,Female,Black,29,Master,9,HR Manager,"Conflict Resolution, HR Policies, Leadership",Scrum Master,68.8,No
C1446,Male,Other,22,Master,3,Software Engineer,"Git, AWS, Java",None,63.7,No
C1447,Female,White,39,High School,17,Sales Executive,"CRM, Networking, Cold Calling",AWS,70.6,No
C1448,Female,Asian,35,Master,15,Software Engineer,"Git, C++, AWS",AWS,76.1,No
C1449,Non-binary,White,35,Bachelor,11,Software Engineer,"Git, Java, AWS",Scrum Master,88.2,Yes
C1450,Female,Asian,28,Bachelor,6,Project Manager,"Scheduling, Leadership, Budgeting",None,65.5,Yes
C1451,Female,Black,20,Bachelor,0,Project Manager,"Agile, Leadership, Budgeting",None,77.0,No
C1452,Female,Black,41,Master,18,Sales Executive,"Presentation, Networking, Cold Calling",Scrum Master,77.2,No
C1453,Female,Hispanic,29,Bachelor,8,Sales Executive,"Networking, Cold Calling, CRM",None,68.5,No
C1454,Female,Hispanic,25,Bachelor,3,Sales Executive,"Negotiation, Networking, Presentation",None,81.6,No
C1455,Male,Hispanic,32,Bachelor,11,Sales Executive,"Presentation, CRM, Negotiation",None,69.7,No
C1456,Non-binary,White,37,Master,18,Sales Executive,"Negotiation, CRM, Presentation",AWS,76.4,No
C1457,Female,Asian,29,Bachelor,9,Software Engineer,"Java, C++, AWS",None,64.3,No
C1458,Female,White,37,Bachelor,12,Software Engineer,"Java, Python, C++",None,77.3,No
C1459,Male,Black,36,Bachelor,17,HR Manager,"Recruitment, Communication, Conflict Resolution",AWS,77.3,No
C1460,Female,Black,23,Master,0,HR Manager,"Leadership, Communication, HR Policies",Scrum Master,81.9,No
C1461,Male,Black,25,Bachelor,1,Data Scientist,"Statistics, SQL, R",None,91.4,No
C1462,Female,Black,35,Bachelor,17,Software Engineer,"Git, AWS, SQL",None,79.2,Yes
C1463,Male,Other,20,Bachelor,0,Sales Executive,"CRM, Cold Calling, Presentation",CFA,79.7,Yes
C1464,Female,White,29,Master,4,Data Scientist,"Statistics, Python, Deep Learning",AWS,68.1,No
C1465,Non-binary,Asian,21,Bachelor,0,Project Manager,"Budgeting, Scheduling, Leadership",None,47.3,Yes
C1466,Male,Black,27,Master,5,Software Engineer,"C++, AWS, Python",Scrum Master,86.0,Yes
C1467,Non-binary,White,28,Master,10,HR Manager,"Communication, HR Policies, Conflict Resolution",AWS,90.6,No
C1468,Male,White,27,PhD,5,Software Engineer,"AWS, SQL, Java",Scrum Master,78.1,No
C1469,Female,Hispanic,26,Bachelor,7,Software Engineer,"Git, C++, Java",AWS,59.9,No
C1470,Female,Hispanic,23,PhD,5,Software Engineer,"Git, Java, C++",None,83.8,No
C1471,Female,Hispanic,43,High School,20,Software Engineer,"SQL, Java, Python",None,81.1,No
C1472,Female,Other,41,Bachelor,17,Project Manager,"Scrum, Scheduling, Leadership",Scrum Master,49.6,Yes
C1473,Female,White,23,Master,3,HR Manager,"Conflict Resolution, Communication, Recruitment",None,73.4,No
C1474,Male,Black,39,Bachelor,21,Software Engineer,"Python, SQL, C++",Scrum Master,75.4,No
C1475,Male,Asian,27,Bachelor,3,Project Manager,"Scheduling, Leadership, Agile",AWS,57.0,No
C1476,Female,Black,30,Bachelor,9,Data Scientist,"R, SQL, Machine Learning",None,59.2,No
C1477,Female,Black,29,Master,4,Software Engineer,"Python, C++, SQL",AWS,80.9,No
C1478,Female,Black,26,Bachelor,7,Project Manager,"Scrum, Agile, Budgeting",AWS,70.7,No
C1479,Female,Black,35,Master,13,Sales Executive,"Cold Calling, Negotiation, Networking",Scrum Master,60.5,No
C1480,Male,Black,30,Master,7,Data Scientist,"SQL, Machine Learning, Deep Learning",None,66.3,No
C1481,Female,White,27,Master,3,HR Manager,"Conflict Resolution, HR Policies, Communication",Scrum Master,60.0,No
C1482,Male,Black,22,Bachelor,0,Software Engineer,"Git, C++, Java",AWS,73.8,No
C1483,Female,Black,24,PhD,1,Software Engineer,"Java, AWS, Python",None,77.5,No
C1484,Male,Black,20,Bachelor,2,Project Manager,"Scheduling, Scrum, Budgeting",Scrum Master,84.8,Yes
C1485,Male,White,30,High School,8,HR Manager,"Conflict Resolution, Leadership, Communication",AWS,68.3,No
C1486,Male,Asian,22,High School,0,Sales Executive,"Cold Calling, CRM, Negotiation",Scrum Master,69.5,No
C1487,Male,White,28,Bachelor,6,Data Scientist,"Statistics, Machine Learning, SQL",PMP,80.0,Yes
C1488,Female,Black,38,High School,18,HR Manager,"HR Policies, Conflict Resolution, Communication",CFA,79.5,No
C1489,Male,Asian,37,High School,16,Software Engineer,"AWS, Git, SQL",None,76.7,Yes
C1490,Male,Black,29,Bachelor,4,Project Manager,"Scheduling, Agile, Budgeting",None,85.7,No
C1491,Male,White,29,Bachelor,7,Sales Executive,"Cold Calling, Presentation, Negotiation",PMP,93.2,Yes
C1492,Male,Asian,41,Master,16,Project Manager,"Scheduling, Scrum, Agile",AWS,56.7,Yes
C1493,Male,Black,33,Master,11,Data Scientist,"Statistics, Machine Learning, Deep Learning",AWS,88.2,Yes
C1494,Male,Asian,28,Master,9,HR Manager,"Communication, Leadership, Recruitment",PMP,86.0,No
C1495,Female,Asian,21,Bachelor,0,Project Manager,"Scheduling, Leadership, Agile",AWS,58.2,No
C1496,Female,Asian,32,Bachelor,11,Project Manager,"Scheduling, Leadership, Budgeting",PMP,74.6,No
C1497,Female,Black,34,PhD,15,Software Engineer,"AWS, SQL, Git",AWS,76.4,No
C1498,Female,White,26,High School,6,Project Manager,"Agile, Leadership, Budgeting",None,61.1,No
C1499,Male,White,31,Master,10,Sales Executive,"CRM, Cold Calling, Presentation",Scrum Master,74.4,No
C1500,Female,Black,27,Bachelor,2,HR Manager,"Communication, Conflict Resolution, Leadership",AWS,71.6,No
C1501,Female,Black,28,PhD,4,Data Scientist,"SQL, Statistics, Python",Scrum Master,59.2,No
C1502,Female,Black,20,Bachelor,0,Project Manager,"Agile, Scrum, Leadership",PMP,66.6,No
C1503,Male,White,28,Bachelor,9,Sales Executive,"CRM, Presentation, Negotiation",None,89.0,No
C1504,Male,White,35,Master,14,Data Scientist,"R, SQL, Deep Learning",Scrum Master,91.8,Yes
C1505,Male,Black,26,Bachelor,6,Sales Executive,"Negotiation, CRM, Networking",AWS,62.0,Yes
C1506,Male,White,30,Bachelor,11,Project Manager,"Budgeting, Leadership, Agile",PMP,48.4,No
C1507,Female,Asian,25,Bachelor,1,Project Manager,"Agile, Scheduling, Budgeting",PMP,82.4,Yes
C1508,Female,White,32,Master,8,HR Manager,"Recruitment, HR Policies, Leadership",None,90.2,No
C1509,Female,Black,28,High School,3,Software Engineer,"Python, AWS, Java",None,78.8,No
C1510,Female,Hispanic,24,High School,4,Sales Executive,"Cold Calling, Presentation, CRM",AWS,67.1,No
C1511,Female,White,37,Bachelor,13,Software Engineer,"SQL, Git, AWS",None,61.2,No
C1512,Female,Black,35,High School,17,Software Engineer,"C++, Python, SQL",PMP,76.2,No
C1513,Non-binary,White,26,Master,2,Data Scientist,"Statistics, Python, SQL",AWS,82.5,Yes
C1514,Male,Asian,32,Bachelor,9,Data Scientist,"Statistics, SQL, Python",AWS,66.4,No
C1515,Male,Black,33,Bachelor,8,Sales Executive,"Networking, Negotiation, Cold Calling",None,75.8,Yes
C1516,Male,Black,33,Bachelor,8,Software Engineer,"Python, C++, Git",Scrum Master,68.7,No
C1517,Female,Black,20,Bachelor,0,HR Manager,"HR Policies, Conflict Resolution, Leadership",None,77.5,No
C1518,Female,Hispanic,36,High School,12,Software Engineer,"Python, C++, SQL",Scrum Master,49.4,No
C1519,Male,White,26,High School,3,Data Scientist,"Deep Learning, Statistics, Python",AWS,79.0,No
C1520,Non-binary,White,27,High School,5,Software Engineer,"SQL, Java, AWS",None,68.3,No
C1521,Male,Hispanic,45,PhD,24,Project Manager,"Scrum, Budgeting, Leadership",None,91.3,Yes
C1522,Non-binary,Black,31,High School,13,Project Manager,"Leadership, Scrum, Budgeting",None,73.1,Yes
C1523,Male,Hispanic,27,Master,8,HR Manager,"HR Policies, Communication, Conflict Resolution",None,80.1,Yes
C1524,Male,Black,20,High School,0,Sales Executive,"Networking, CRM, Negotiation",PMP,63.6,No
C1525,Female,Hispanic,38,High School,15,Software Engineer,"Python, Git, SQL",AWS,67.8,No
C1526,Male,Black,21,Bachelor,1,Project Manager,"Scheduling, Agile, Scrum",PMP,76.9,Yes
C1527,Male,Asian,23,Bachelor,0,Sales Executive,"CRM, Cold Calling, Negotiation",Scrum Master,69.4,No
C1528,Male,Hispanic,28,PhD,4,Project Manager,"Budgeting, Scrum, Agile",None,70.6,No
C1529,Female,Black,38,PhD,20,Sales Executive,"CRM, Networking, Cold Calling",None,72.6,No
C1530,Female,White,34,Master,13,Sales Executive,"Cold Calling, CRM, Negotiation",None,54.9,No
C1531,Male,White,29,Master,4,Project Manager,"Scrum, Agile, Leadership",PMP,69.8,Yes
C1532,Female,White,31,Bachelor,9,Data Scientist,"Deep Learning, SQL, Python",None,79.9,Yes
C1533,Female,White,26,Bachelor,2,Sales Executive,"Cold Calling, Negotiation, CRM",None,68.1,No
C1534,Male,White,30,PhD,5,Software Engineer,"Python, Java, SQL",Scrum Master,98.4,Yes
C1535,Male,Black,30,Master,11,Project Manager,"Leadership, Scheduling, Agile",Scrum Master,73.9,No
C1536,Male,Black,35,Bachelor,15,Data Scientist,"Statistics, R, Python",None,54.5,No
C1537,Male,Black,35,Bachelor,10,Project Manager,"Leadership, Agile, Budgeting",None,77.4,No
C1538,Female,Asian,32,High School,9,HR Manager,"HR Policies, Leadership, Recruitment",None,59.4,No
C1539,Male,White,27,PhD,8,Software Engineer,"C++, AWS, Git",Scrum Master,78.4,No
C1540,Female,White,34,Bachelor,13,HR Manager,"Conflict Resolution, Recruitment, HR Policies",AWS,66.3,No
C1541,Female,White,29,Bachelor,11,Sales Executive,"Networking, Cold Calling, CRM",Scrum Master,67.0,No
C1542,Male,Black,23,High School,1,Sales Executive,"Presentation, CRM, Negotiation",PMP,83.4,No
C1543,Female,White,27,Master,6,HR Manager,"HR Policies, Recruitment, Communication",None,56.2,No
C1544,Male,White,30,High School,7,HR Manager,"Leadership, HR Policies, Recruitment",AWS,70.1,No
C1545,Non-binary,Black,35,Master,13,Sales Executive,"CRM, Cold Calling, Networking",None,64.0,Yes
C1546,Female,Hispanic,28,High School,6,Data Scientist,"Deep Learning, Statistics, Machine Learning",None,83.4,No
C1547,Female,White,22,Master,4,Software Engineer,"C++, SQL, Python",AWS,68.5,No
C1548,Female,Asian,30,Master,6,Project Manager,"Scrum, Agile, Scheduling",AWS,60.6,No
C1549,Male,Asian,30,Bachelor,8,HR Manager,"Recruitment, Conflict Resolution, Leadership",CFA,75.3,Yes
C1550,Female,Asian,31,Bachelor,6,Software Engineer,"Git, Python, AWS",None,61.1,No
C1551,Non-binary,Hispanic,35,Bachelor,14,Project Manager,"Agile, Scheduling, Leadership",PMP,62.5,No
C1552,Female,White,36,Bachelor,16,Project Manager,"Scheduling, Budgeting, Leadership",AWS,78.9,No
C1553,Female,White,26,Master,6,HR Manager,"Recruitment, Communication, HR Policies",CFA,43.3,No
C1554,Female,Hispanic,26,Bachelor,5,Data Scientist,"Machine Learning, SQL, Deep Learning",None,60.4,No
C1555,Male,Black,23,Bachelor,0,Data Scientist,"Statistics, R, Machine Learning",PMP,66.2,No
C1556,Male,Black,34,Bachelor,12,Software Engineer,"SQL, Java, C++",None,88.5,No
C1557,Female,Asian,38,Bachelor,15,Software Engineer,"Java, SQL, Python",None,74.5,No
C1558,Male,Asian,28,Master,9,Sales Executive,"Presentation, Cold Calling, Networking",AWS,72.7,No
C1559,Female,Hispanic,28,Bachelor,9,Data Scientist,"Python, R, SQL",CFA,69.0,No
C1560,Non-binary,Other,38,PhD,13,Software Engineer,"AWS, Java, SQL",AWS,71.2,No
C1561,Male,Asian,33,PhD,9,Sales Executive,"CRM, Networking, Cold Calling",PMP,75.5,No
C1562,Male,White,32,High School,13,Project Manager,"Scheduling, Scrum, Leadership",AWS,76.3,Yes
C1563,Female,Hispanic,22,Bachelor,4,Software Engineer,"Git, SQL, C++",Scrum Master,89.5,No
C1564,Male,White,34,Master,16,Sales Executive,"Negotiation, CRM, Presentation",None,70.6,Yes
C1565,Female,White,24,Bachelor,2,Data Scientist,"R, Python, Machine Learning",None,73.7,No
C1566,Male,Hispanic,23,High School,3,Project Manager,"Leadership, Scrum, Agile",PMP,73.4,No
C1567,Female,White,27,Bachelor,4,Software Engineer,"Git, Java, C++",AWS,81.4,No
C1568,Male,White,26,Bachelor,4,Data Scientist,"Deep Learning, Statistics, SQL",None,68.1,No
C1569,Female,White,28,Master,4,Project Manager,"Agile, Scheduling, Leadership",AWS,68.3,Yes
C1570,Female,Hispanic,21,High School,3,HR Manager,"HR Policies, Communication, Conflict Resolution",PMP,54.9,No
C1571,Female,Black,35,High School,12,Data Scientist,"SQL, Machine Learning, Statistics",CFA,79.9,Yes
C1572,Male,Asian,36,PhD,17,HR Manager,"Conflict Resolution, Recruitment, Leadership",None,57.8,No
C1573,Female,White,20,Master,0,Software Engineer,"Git, SQL, C++",AWS,77.4,Yes
C1574,Female,Asian,35,Bachelor,12,Sales Executive,"Networking, Negotiation, Cold Calling",None,86.8,No
C1575,Male,Asian,25,Master,2,Software Engineer,"C++, SQL, Java",AWS,92.3,No
C1576,Male,White,35,Bachelor,17,Data Scientist,"SQL, Deep Learning, Machine Learning",None,71.9,No
C1577,Male,Black,29,Master,10,HR Manager,"HR Policies, Leadership, Recruitment",None,69.5,No
C1578,Female,White,30,Bachelor,8,HR Manager,"Conflict Resolution, Communication, HR Policies",None,71.3,No
C1579,Female,Other,28,Bachelor,5,Project Manager,"Scrum, Budgeting, Agile",CFA,79.0,No
C1580,Female,Asian,37,Master,15,Software Engineer,"Java, Python, C++",Scrum Master,68.7,Yes
C1581,Male,Hispanic,22,Bachelor,0,Software Engineer,"Java, Git, AWS",PMP,70.3,No
C1582,Male,White,33,PhD,15,Data Scientist,"R, Machine Learning, Python",AWS,85.7,No
C1583,Female,Asian,36,Bachelor,13,HR Manager,"Recruitment, Leadership, Conflict Resolution",CFA,70.4,No
C1584,Female,Asian,34,PhD,10,Data Scientist,"Statistics, Python, Deep Learning",None,68.5,No
C1585,Non-binary,Asian,43,PhD,21,Data Scientist,"Statistics, Deep Learning, SQL",CFA,61.2,Yes
C1586,Male,Other,26,Bachelor,6,HR Manager,"Recruitment, Conflict Resolution, HR Policies",None,83.3,No
C1587,Female,Black,35,Master,17,Data Scientist,"Deep Learning, Python, R",PMP,72.5,No
C1588,Male,White,29,Bachelor,7,HR Manager,"Communication, Recruitment, HR Policies",Scrum Master,74.9,No
C1589,Male,Asian,37,PhD,19,Data Scientist,"SQL, R, Statistics",PMP,54.4,No
C1590,Female,Asian,29,Bachelor,8,Sales Executive,"Networking, Negotiation, Cold Calling",AWS,79.5,No
C1591,Female,Black,27,Master,8,Data Scientist,"R, Python, Statistics",Scrum Master,58.7,No
C1592,Non-binary,White,37,Bachelor,17,Data Scientist,"Machine Learning, R, Deep Learning",None,76.5,No
C1593,Male,Black,27,Bachelor,3,Sales Executive,"Networking, Negotiation, Cold Calling",Scrum Master,65.2,No
C1594,Male,White,21,Bachelor,0,Software Engineer,"Git, C++, Python",None,64.3,No
C1595,Female,Black,26,Bachelor,2,HR Manager,"Recruitment, Leadership, HR Policies",None,79.3,Yes
C1596,Female,Asian,33,Master,13,Project Manager,"Budgeting, Scheduling, Agile",PMP,71.0,No
C1597,Male,Asian,38,Master,14,Sales Executive,"CRM, Presentation, Cold Calling",None,73.4,No
C1598,Male,White,30,Master,6,Software Engineer,"Java, AWS, Git",PMP,94.5,No
C1599,Male,Black,37,Bachelor,12,Data Scientist,"SQL, Statistics, Machine Learning",PMP,92.4,No
C1600,Female,White,21,Bachelor,0,Software Engineer,"Java, C++, SQL",PMP,69.5,No
C1601,Male,White,27,High School,3,Sales Executive,"Networking, Negotiation, Presentation",AWS,61.9,No
C1602,Male,Asian,28,Master,3,Data Scientist,"Deep Learning, Statistics, R",None,87.1,No
C1603,Male,Hispanic,29,PhD,4,Software Engineer,"Python, Git, Java",None,59.6,No
C1604,Male,Black,30,Bachelor,12,Project Manager,"Scheduling, Budgeting, Agile",PMP,77.8,Yes
C1605,Male,Asian,34,High School,11,HR Manager,"Conflict Resolution, Communication, Leadership",AWS,70.3,No
C1606,Female,Hispanic,27,Bachelor,4,HR Manager,"Leadership, Communication, HR Policies",PMP,70.8,No
C1607,Male,Hispanic,30,Master,11,Sales Executive,"Networking, Negotiation, Presentation",None,85.3,No
C1608,Female,White,29,Master,9,Data Scientist,"Deep Learning, R, Python",Scrum Master,64.1,No
